type,orderID,address,city_province_zip,effective_date,municipality_district,structure_type,year_built,gla,num_beds,num_baths,condition,sale_price,sale_date,distance_to_subject,distance_km,num_baths_numeric
property,4762597,2138 Balantrae Circle,"Kingston, Ontario, K7M 9H8",0,0,40,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,0.1964088356543082,0,0,-0.054811363071893514,0.0
property,4762597,692 Truedell Rd,"Kingston, Ontario, K7M 6T2",0,0,105,0.17031020141267422,-0.24492138080224302,0.0634963364323768,1:1,0,-0.47734965275799096,0,0,-0.054811363071893514,1.5
property,4762597,692 Truedell Road,"Kingston, Ontario, K7M 6T2",0,0,108,0.17031020141267422,-0.2346329753094941,0.0634963364323768,0:0,0,-0.47734965275799096,0,0,-0.054811363071893514,0.0
property,4762597,728 Sussex Blvd,"Kingston, Ontario, K7M 5B1",0,0,34,0.17031020141267422,-0.17437231456625032,0.0634963364323768,2:0,0,-0.1645332117094235,0,0,-0.054811363071893514,2.0
property,4762597,728 Sussex Boulevard,"Kingston, Ontario, K7M 5B1",0,0,53,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.1645332117094235,0,0,-0.054811363071893514,0.0
property,4762597,Unit 51 - 808 Datzell Lane,"Kingston, Ontario, K7M 7R6",0,0,23,0.17031020141267422,-0.4683267572162199,0.0634963364323768,0:0,0,-0.69391488117623,0,0,-0.054811363071893514,0.0
property,4762597,1126 Dunham St,"Kingston, Ontario, K7P 2L4",0,0,34,0.17031020141267422,1.883308783983537,0.0634963364323768,3:0,0,0.6536020956483684,0,0,-0.054811363071893514,3.0
property,4762597,983 Westminster Place,"Kingston, Ontario, K7P 1R1",0,0,122,0.17031020141267422,0.4444017872119357,1.7389431177297454,1:1,0,-0.22132142716131728,0,0,-0.054811363071893514,1.5
property,4762597,1126 Dunham Street,"Kingston, Ontario, K7P 2L4",0,0,44,0.17031020141267422,1.9567973946460293,1.7389431177297454,0:0,0,0.6536020956483684,0,0,-0.054811363071893514,0.0
property,4762597,4061 BATH Rd,"Kingston, Ontario, K7M 4Y6",0,0,34,-6.191091576839554,0.5899092363236706,0.901219727081061,2:0,0,-0.45802722182245253,0,0,-0.054811363071893514,2.0
property,4762597,4061 BATH Road,"Kingston, Ontario, K7M 4Y6",0,0,40,0.17031020141267422,0.5561044754189242,0.901219727081061,0:0,0,-0.45802722182245253,0,0,-0.054811363071893514,0.0
property,4762597,661 Roosevelt Dr,"Kingston, Ontario, K7M 8T8",0,0,34,0.17031020141267422,0.11958212808371928,-0.7742270542163074,2:0,0,-0.20062741644579668,0,0,-0.054811363071893514,2.0
property,4762597,657 Barnsley Cres,"Kingston, Ontario, K7M 8X4",0,0,105,0.17031020141267422,0.12105190029696912,0.0634963364323768,2:0,0,-0.27281582591854303,0,0,-0.054811363071893514,2.0
property,4762597,418 Conservatory Dr,"Kingston, Ontario, K7M 9C7",0,0,34,0.17031020141267422,0.29007570482070166,0.0634963364323768,2:1,0,0.2373156010221978,0,0,-0.054811363071893514,2.5
property,4762597,661 Roosevelt Drive,"Kingston, Ontario, K7M 8T8",0,0,49,0.17031020141267422,0.4870251813961813,-0.7742270542163074,0:0,0,-0.20062741644579668,0,0,-0.054811363071893514,0.0
property,4762597,657 Barnsley Crescent,"Kingston, Ontario, K7M 8X4",0,0,108,0.17031020141267422,0.12840076136321837,0.0634963364323768,0:0,0,-0.27281582591854303,0,0,-0.054811363071893514,0.0
property,4762597,418 Conservatory Drive,"Kingston, Ontario, K7M 9C7",0,0,40,0.17031020141267422,0.2606802605557047,0.0634963364323768,0:0,0,0.2373156010221978,0,0,-0.054811363071893514,0.0
property,4762597,1001 Lombardy St,"Kingston, Ontario, K7M 8M7",0,0,34,0.17031020141267422,0.11958212808371928,0.901219727081061,3:1,0,-0.11640760539425928,0,0,-0.054811363071893514,3.5
property,4762597,605 Truedell Rd,"Kingston, Ontario, K7M 6S7",0,0,34,-6.306513589405043,-0.17437231456625032,0.0634963364323768,2:0,0,-0.1645332117094235,0,0,-0.054811363071893514,2.0
property,4762597,Unit 108 - 835 Milford Dr,"Kingston, Ontario, K7P 1A7",0,0,18,-6.191091576839554,-1.2767014745036362,-1.6119504448649917,1:0,0,-0.9856763694619132,0,0,-0.054811363071893514,1.0
property,4762597,771 ASHWOOD Dr,"Kingston, Ontario, K7M 6X7",0,0,21,-6.306513589405043,-0.4683267572162199,0.0634963364323768,1:0,0,-0.8094163363326241,0,0,-0.054811363071893514,1.0
property,4762597,1001 Lombardy Street,"Kingston, Ontario, K7M 8M7",0,0,40,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,-0.11640760539425928,0,0,-0.054811363071893514,0.0
property,4762597,605 Truedell Road,"Kingston, Ontario, K7M 6S7",0,0,43,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.1645332117094235,0,0,-0.054811363071893514,0.0
property,4762597,771 ASHWOOD Drive,"Kingston, Ontario, K7M 6X7",0,0,23,0.17031020141267422,-0.4683267572162199,0.0634963364323768,0:0,0,-0.8094163363326241,0,0,-0.054811363071893514,0.0
property,4762597,Unit 108 - 835 Milford Drive,"Kingston, Ontario, K7P 1A7",0,0,11,0.17031020141267422,-1.2767014745036362,-0.7742270542163074,0:0,0,-0.9856763694619132,0,0,-0.054811363071893514,0.0
property,4762597,494 Roosevelt Dr,"Kingston, Ontario, K7M 4B1",0,0,34,-6.306513589405043,-0.17437231456625032,0.0634963364323768,2:0,0,-0.2246902196033788,0,0,-0.054811363071893514,2.0
property,4762597,393 Bernice Dr,"Kingston, Ontario, K7M 5X2",0,0,34,-6.306513589405043,1.5452611749360718,0.901219727081061,4:0,0,0.5092252767028757,0,0,-0.054811363071893514,4.0
property,4762597,871 Crestwood Ave,"Kingston, Ontario, K7P 1S7",0,0,34,-6.306513589405043,1.9567973946460293,0.901219727081061,2:0,0,0.14828322933914398,0,0,-0.054811363071893514,2.0
property,4762597,494 Roosevelt Drive,"Kingston, Ontario, K7M 4B1",0,0,49,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.2246902196033788,0,0,-0.054811363071893514,0.0
property,4762597,871 Crestwood Avenue,"Kingston, Ontario, K7P 1S7",0,0,40,0.17031020141267422,1.9567973946460293,0.901219727081061,0:0,0,0.14828322933914398,0,0,-0.054811363071893514,0.0
property,4762597,393 Bernice Drive,"Kingston, Ontario, K7M 5X2",0,0,40,0.17031020141267422,1.56289844149507,0.901219727081061,0:0,0,0.5092252767028757,0,0,-0.054811363071893514,0.0
property,4762597,760 Grouse Cres,"Kingston, Ontario, K7P 1A2",0,0,105,-6.306513589405043,-0.38601951327422845,0.0634963364323768,2:0,0,-0.501412455915573,0,0,-0.054811363071893514,2.0
property,4762597,698 Fleet St,"Kingston, Ontario, K7M 5A5",0,0,34,0.17031020141267422,0.10929372259097034,0.0634963364323768,2:0,0,-0.3931298417064536,0,0,-0.054811363071893514,2.0
property,4762597,912 OAKVIEW St,"Kingston, Ontario, K7M 6V6",0,0,21,0.17031020141267422,-0.17437231456625032,0.0634963364323768,1:0,0,-0.7997912150695913,0,0,-0.054811363071893514,1.0
property,4762597,698 Fleet Street,"Kingston, Ontario, K7M 5A5",0,0,43,0.17031020141267422,0.12546121693671866,0.0634963364323768,0:0,0,-0.3931298417064536,0,0,-0.054811363071893514,0.0
property,4762597,760 Grouse Crescent,"Kingston, Ontario, K7P 1A2",0,0,112,0.17031020141267422,-0.4404010851644728,0.901219727081061,0:0,0,-0.501412455915573,0,0,-0.054811363071893514,0.0
property,4762597,912 OAKVIEW Street,"Kingston, Ontario, K7M 6V6",0,0,23,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.7997912150695913,0,0,-0.054811363071893514,0.0
property,4762597,995 Amberdale Cres,"Kingston, Ontario, K7M 6X6",0,0,21,-6.306513589405043,-0.4683267572162199,0.0634963364323768,2:0,0,-0.8382917001217227,0,0,-0.054811363071893514,2.0
property,4762597,995 Amberdale Crescent,"Kingston, Ontario, K7M 6X6",0,0,23,0.17031020141267422,-0.4683267572162199,0.0634963364323768,0:0,0,-0.8382917001217227,0,0,-0.054811363071893514,0.0
property,4762597,616 Pimlico Pl,"Kingston, Ontario, K7M 5T8",0,0,34,0.17031020141267422,0.4870251813961813,0.0634963364323768,3:0,0,-0.17897089360397278,0,0,-0.054811363071893514,3.0
property,4762597,616 Pimlico Place,"Kingston, Ontario, K7M 5T8",0,0,53,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,-0.17897089360397278,0,0,-0.054811363071893514,0.0
property,4762597,792 Safari Dr,"Kingston, Ontario, K7M 6X9",0,0,34,-6.306513589405043,-0.12293028710250564,0.0634963364323768,2:0,0,-0.06346943844757863,0,0,-0.054811363071893514,2.0
property,4762597,667 Truedell Rd,"Kingston, Ontario, K7M 6W6",0,0,34,-6.306513589405043,-0.17437231456625032,0.0634963364323768,2:0,0,-0.38109844012766253,0,0,-0.054811363071893514,2.0
property,4762597,995 Waterbury Crescent,"Kingston, Ontario, K7M 8V5",0,0,113,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,-0.27281582591854303,0,0,-0.054811363071893514,0.0
property,4762597,Unit 305 - 675 Davis Drive W,"Kingston, Ontario, K7M 8L5",0,0,11,0.17031020141267422,-0.4683267572162199,-0.7742270542163074,0:0,0,-0.6469924150189449,0,0,-0.054811363071893514,0.0
property,4762597,Unit 101 - 1010 Pembridge Crescent,"Kingston, Ontario, K7P 1A3",0,0,12,0.17031020141267422,-1.7176331384785908,-2.449673835513676,0:0,0,-1.1462955805387738,0,0,-0.054811363071893514,0.0
property,4762597,Unit 309 - 675 Davis Drive,"Kingston, Ontario, K7M 8L5",0,0,11,0.17031020141267422,-0.4683267572162199,-0.7742270542163074,0:0,0,-0.7300090859126032,0,0,-0.054811363071893514,0.0
property,4762597,530 Canterbury Cres,"Kingston, Ontario, K7M 6X1",0,0,34,0.17031020141267422,2.0508628162940195,0.901219727081061,4:0,0,0.05564143718245283,0,0,-0.054811363071893514,4.0
property,4762597,530 Canterbury Crescent,"Kingston, Ontario, K7M 6X1",0,0,40,0.17031020141267422,1.9185833171015332,0.901219727081061,0:0,0,0.05564143718245283,0,0,-0.054811363071893514,0.0
property,4762597,490 Kirkwood Rd,"Kingston, Ontario, K7M 3X2",0,0,34,0.17031020141267422,-0.7622811998661896,-0.7742270542163074,2:0,0,-0.3233477125494654,0,0,-0.054811363071893514,2.0
property,4762597,829 Larchwood Cres,"Kingston, Ontario, K7P 2P8",0,0,34,-6.306513589405043,0.4870251813961813,0.0634963364323768,2:0,0,-0.1885960148670056,0,0,-0.054811363071893514,2.0
property,4762597,490 Kirkwood Road,"Kingston, Ontario, K7M 3X2",0,0,49,0.17031020141267422,-0.7622811998661896,0.0634963364323768,0:0,0,-0.3233477125494654,0,0,-0.054811363071893514,0.0
property,4762597,829 Larchwood Crescent,"Kingston, Ontario, K7P 2P8",0,0,53,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,-0.1885960148670056,0,0,-0.054811363071893514,0.0
property,4762597,1097 Craig Lane,"Kingston, Ontario, K7M 7W6",0,0,24,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.501412455915573,0,0,-0.054811363071893514,0.0
property,4762597,633 Davis Drive,"Kingston, Ontario, K7M 7Y6",0,0,108,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.44149607605319363,0,0,-0.054811363071893514,0.0
property,4762597,1512 Crimson Cres,"Kingston, Ontario, K7P 0H4",0,0,0,-6.405446743032605,0.4870251813961813,0.0634963364323768,4:0,0,-0.003312430553623345,0,0,-0.054811363071893514,4.0
property,4762597,1512 Crimson Crescent,"Kingston, Ontario, K7P 0H4",0,0,40,0.17031020141267422,0.4870251813961813,0.0634963364323768,0:0,0,-0.003312430553623345,0,0,-0.054811363071893514,0.0
property,4762597,842 Milford Drive,"Kingston, Ontario, K7P 1A8",0,0,110,0.17031020141267422,-0.2140561643239962,0.901219727081061,0:0,0,-0.4532868496004089,0,0,-0.054811363071893514,0.0
property,4762597,880 Winchester Lane,"Kingston, Ontario, K7P 2S6",0,0,23,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.5736008653883194,0,0,-0.054811363071893514,0.0
property,4762597,269 HOLDEN Street,"Kingston, Ontario, K7P 0L1",0,0,40,0.17031020141267422,1.2219112880211054,0.901219727081061,0:0,0,0.1362518277603529,0,0,-0.054811363071893514,0.0
property,4762597,781 Downing Street,"Kingston, Ontario, K7M 5N3",0,0,54,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,-0.21386195818246684,0,0,-0.054811363071893514,0.0
property,4762597,1097 Pinewood Place,"Kingston, Ontario, K7P 1L1",0,0,43,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.46531825117919995,0,0,-0.054811363071893514,0.0
property,4762597,1105 Dunham Street,"Kingston, Ontario, K7P 2K2",0,0,49,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,-0.05625059750030399,0,0,-0.054811363071893514,0.0
property,4762597,355 Tanglewood Drive,"Kingston, Ontario, K7M 8T8",0,0,49,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,0.1121890246027708,0,0,-0.054811363071893514,0.0
property,4762597,792 Clark Crescent,"Kingston, Ontario, K7M 6J4",0,0,47,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.5717961551515007,0,0,-0.054811363071893514,0.0
property,4762597,871 Larchwood Crescent,"Kingston, Ontario, K7P 2P8",0,0,113,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.4195989251797939,0,0,-0.054811363071893514,0.0
property,4762597,Unit 307 - 835 Milford Drive,"Kingston, Ontario, K7P 1A7",0,0,9,0.17031020141267422,-0.8357698105286819,-0.7742270542163074,0:0,0,-0.8262602985429316,0,0,-0.054811363071893514,0.0
property,4762597,1949 BATH Road,"Kingston, Ontario, K7M 4Y3",0,0,47,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,-0.40516124328524467,0,0,-0.054811363071893514,0.0
property,4762597,423 Carrie Crescent,"Kingston, Ontario, K7M 5X7",0,0,44,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,0.3865049805992069,0,0,-0.054811363071893514,0.0
property,4762597,1034 Craig Lane,"Kingston, Ontario, K7M 7R8",0,0,23,0.17031020141267422,-0.4683267572162199,0.0634963364323768,0:0,0,-0.6337578732822747,0,0,-0.054811363071893514,0.0
property,4762597,782 Cedarwood Drive,"Kingston, Ontario, K7P 1M7",0,0,49,0.17031020141267422,-0.7622811998661896,0.901219727081061,0:0,0,-0.3570356369700804,0,0,-0.054811363071893514,0.0
property,4762597,1070 Dillingham Street,"Kingston, Ontario, K7P 2P4",0,0,53,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.0324284223742977,0,0,-0.054811363071893514,0.0
property,4762597,913 Lancaster Drive,"Kingston, Ontario, K7P 1R8",0,0,40,0.17031020141267422,0.7074910133836585,1.7389431177297454,0:0,0,0.23250304039068137,0,0,-0.054811363071893514,0.0
property,4762597,767 Downing Street,"Kingston, Ontario, K7M 5N1",0,0,47,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.24450112544301614,0,0,-0.054811363071893514,0.0
property,4762597,Unit 107 - 845 Milford Drive,"Kingston, Ontario, K7P 1A7",0,0,11,0.17031020141267422,-1.2767014745036362,-1.6119504448649917,0:0,0,-0.9646214166990288,0,0,-0.054811363071893514,0.0
property,4762597,481 Citation Crescent,"Kingston, Ontario, K7M 8W2",0,0,40,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,0.1362518277603529,0,0,-0.054811363071893514,0.0
property,4762597,771 Birkley Place,"Kingston, Ontario, K7M 6Y3",0,0,49,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.5736008653883194,0,0,-0.054811363071893514,0.0
property,4762597,1373 Fisher Crescent,"Kingston, Ontario, K7M 8T2",0,0,47,0.17031020141267422,0.11958212808371928,1.7389431177297454,0:0,0,0.2685972451270545,0,0,-0.054811363071893514,0.0
property,4762597,Unit 90 - 857 Datzell Lane S,"Kingston, Ontario, K7M 7P9",0,0,24,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.6931929970815025,0,0,-0.054811363071893514,0.0
property,4762597,897 Lancaster Drive,"Kingston, Ontario, K7P 1R8",0,0,53,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,-0.008124991185139768,0,0,-0.054811363071893514,0.0
property,4762597,825 Purcell Crescent,"Kingston, Ontario, K7P 1B8",0,0,44,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,-0.20062741644579668,0,0,-0.054811363071893514,0.0
property,4762597,1239 Katharine Crescent,"Kingston, Ontario, K7P 2T8",0,0,40,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,0.23250304039068137,0,0,-0.054811363071893514,0.0
property,4762597,Unit 507 - 675 Davis Drive,"Kingston, Ontario, K7M 8L5",0,0,11,0.17031020141267422,-0.4683267572162199,-0.7742270542163074,0:0,0,-0.8021974953853495,0,0,-0.054811363071893514,0.0
property,4762597,Unit 206 - 835 Milford Drive,"Kingston, Ontario, K7P 1A7",0,0,11,0.17031020141267422,-0.6887925892036971,-0.7742270542163074,0:0,0,-0.8382917001217227,0,0,-0.054811363071893514,0.0
property,4762597,888 Clearfield Crescent,"Kingston, Ontario, K7P 1Z5",0,0,40,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.36906703854887146,0,0,-0.054811363071893514,0.0
property,4762597,969 Mona Drive,"Kingston, Ontario, K7P 2J5",0,0,40,0.17031020141267422,1.9567973946460293,0.901219727081061,0:0,0,0.1121890246027708,0,0,-0.054811363071893514,0.0
property,4762597,862 Kilburn Street,"Kingston, Ontario, K7M 6A9",0,0,52,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,-0.08031340065788611,0,0,-0.054811363071893514,0.0
property,4762597,1220 Humberside Drive,"Kingston, Ontario, K7P 2P3",0,0,40,0.17031020141267422,1.2219112880211054,1.7389431177297454,0:0,0,0.5417100609656115,0,0,-0.054811363071893514,0.0
property,4762597,700 LAIDLAW Crescent,"Kingston, Ontario, K7M 5M4",0,0,49,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,-0.08031340065788611,0,0,-0.054811363071893514,0.0
property,4762597,1246 Carmil Boulevard,"Kingston, Ontario, K7M 5Z3",0,0,49,0.17031020141267422,-0.7622811998661896,0.0634963364323768,0:0,0,-0.17656461328821457,0,0,-0.054811363071893514,0.0
property,4762597,1511 CRIMSON Crescent,"Kingston, Ontario, K7P 0H4",0,0,40,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.08031340065788611,0,0,-0.054811363071893514,0.0
property,4762597,486 Evangeline Avenue,"Kingston, Ontario, K7M 8T1",0,0,108,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.3741202272119637,0,0,-0.054811363071893514,0.0
property,4762597,834 CEDARWOOD Drive,"Kingston, Ontario, K7P 1K8",0,0,108,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.8142288969641406,0,0,-0.054811363071893514,0.0
property,4762597,941 AMBLESIDE Crescent,"Kingston, Ontario, K7P 2B5",0,0,40,0.17031020141267422,0.4870251813961813,2.5766665083784295,0:0,0,0.44906826880892037,0,0,-0.054811363071893514,0.0
property,4762597,700 LAIDLAW Crescent,"Kingston, Ontario, K7M 5M4",0,0,49,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,-0.08031340065788611,0,0,-0.054811363071893514,0.0
property,4762597,693 Millwood Drive,"Kingston, Ontario, K7M 8Z1",0,0,112,0.17031020141267422,0.4870251813961813,-0.7742270542163074,0:0,0,-0.08031340065788611,0,0,-0.054811363071893514,0.0
property,4762597,852 Development Drive,"Kingston, Ontario, K7M 4W6",0,0,54,0.17031020141267422,1.2219112880211054,0.901219727081061,0:0,0,0.03398491434062893,0,0,-0.054811363071893514,0.0
property,4762597,1173 Bentley Terrace,"Kingston, Ontario, K7P 2M1",0,0,40,0.17031020141267422,1.2219112880211054,0.901219727081061,0:0,0,0.5573508830180399,0,0,-0.054811363071893514,0.0
property,4762597,950 Oakview Avenue,"Kingston, Ontario, K7M 6W8",0,0,23,0.17031020141267422,-0.4683267572162199,0.0634963364323768,0:0,0,-0.7420404874913942,0,0,-0.054811363071893514,0.0
property,4762597,824 Slocan Place,"Kingston, Ontario, K7P 1B4",0,0,49,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.2487530227609609,0,0,-0.054811363071893514,0.0
property,4762597,691 HIGH GATE PARK Drive,"Kingston, Ontario, K7M 5Z7",0,0,47,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,-0.10437620381546822,0,0,-0.054811363071893514,0.0
property,4762597,994 Hudson Drive,"Kingston, Ontario, K7M 6E1",0,0,49,0.17031020141267422,0.4870251813961813,0.0634963364323768,0:0,0,-0.09234480223667717,0,0,-0.054811363071893514,0.0
property,4762597,725 Cedarwood Drive,"Kingston, Ontario, K7P 1V4",0,0,40,0.17031020141267422,-0.17437231456625032,0.0634963364323768,0:0,0,-0.3329728338124983,0,0,-0.054811363071893514,0.0
property,4762597,1121 Lincoln Drive,"Kingston, Ontario, K7M 4Z7",0,0,47,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,0.23250304039068137,0,0,-0.054811363071893514,0.0
property,4762597,Unit 406 - 649 Davis Drive,"Kingston, Ontario, K7M 8L4",0,0,6,0.17031020141267422,-0.4683267572162199,-0.7742270542163074,0:0,0,-0.7107588433865375,0,0,-0.054811363071893514,0.0
property,4762597,1125 Basswood Place,"Kingston, Ontario, K7P 1K4",0,0,40,0.17031020141267422,-0.17437231456625032,0.901219727081061,0:0,0,-0.23672162118216986,0,0,-0.054811363071893514,0.0
property,4762597,1149 Hudson Drive,"Kingston, Ontario, K7M 5L5",0,0,36,0.17031020141267422,0.4870251813961813,0.901219727081061,0:0,0,-0.0370003549742383,0,0,-0.054811363071893514,0.0
